Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,WMT,GOOGL,AMZN,AABA
2016-08-19,178.66,65.47,108.77,134.5,83.06,103.07,30.37,44.05,96.4,88.63,31.32,165.36,134.42,160.84,34.84,119.91,65.72,116.8,63.18,57.43,57.4,35.06,87.2,117.38,109.01,141.65,52.89,74.1,799.79,761.9,42.8
2016-08-22,179.18,65.53,108.86,134.3,83.62,101.75,30.44,43.94,96.47,87.31,31.17,166,135.6,160,35.2,119.9,65.75,115,63.25,57.6,58.82,34.8,87.14,117.4,108.52,142.11,52.58,73.06,798.51,757.5,42.84
2016-08-23,179.61,65.73,108.59,135.32,83.98,102.03,30.83,43.85,96.13,87.84,31.45,167,135.93,160.33,35.5,119.67,66.07,115.91,63.71,57.9,58.8,35,87.13,117.28,109,142.73,52.66,72.89,800.48,763.31,42.61
2016-08-24,179.41,65.85,108.56,134.01,83.41,101.4,30.98,43.82,96.01,87.5,31.27,165.78,135.77,159.89,35.32,119.48,65.99,115.15,63.6,57.8,59.89,35.23,87.32,116.66,108.02,142,52.55,71.97,796.86,763,42.5
2016-08-25,179.09,65,107.39,133.3,83.07,102.29,31.06,43.85,95.62,88.02,31.19,165.08,134.73,159,35.05,118.86,65.91,115.1,62.86,57.88,60.01,34.76,87.3,117.13,107.75,139.75,52.53,72.37,792,756,41.83
2016-08-26,180.19,65.27,107.41,133.5,83.21,102.11,31.34,43.72,95.66,87.63,31.27,166.76,135.43,158.88,35.11,118.84,66.33,115.63,62.48,58.28,58.57,34.8,87.87,118.07,107.94,137.67,52.64,71.41,792.49,760.05,42.15
2016-08-29,179.86,65,106.62,132.72,82.51,101.24,31.43,43.34,95.07,87.04,31.18,166.6,134.86,158.83,35.48,119.3,66.49,114.6,62.92,58.18,59.2,34.94,87.39,117.63,107.58,137.2,52.36,71.14,793.05,768.72,42.2
2016-08-30,180.72,65.77,105.8,133.19,82.86,102.3,31.61,43.46,94.77,87.87,31.34,166.69,134.8,159.76,35.59,120.67,66.96,115.41,62.96,57.98,58.46,35.11,87.72,117.16,107.87,137.01,52.58,71.76,792.88,771.05,42.28
2016-08-31,179.49,65.47,105.66,130.83,82.06,101.2,31.45,43.43,94.69,87.14,31.29,169.25,133.89,159.66,35.62,119.54,67.46,115.51,63.08,57.65,57.86,34.86,87.75,118.21,106.99,136.55,52.22,71.46,789.6,766.6,42.46
2016-09-01,179.31,65.55,106.14,130.03,81.59,100.35,31.42,43.21,94.73,86.72,31.15,170,134.48,158.32,35.99,119.19,67.64,115.51,62.7,57.01,57.67,34.73,87.36,118.9,106.74,136.82,52.14,71.57,791.98,770.9,42.78
2016-09-02,180.53,65.06,107.7,130.89,82.19,100.89,31.65,43.52,94.75,87.42,31.25,168.52,134.77,159.88,36.21,119.36,67.4,115.93,62.59,57.67,58.63,34.78,88.48,118.06,107.19,136.5,52.8,72.99,795.27,774.11,43.27
2016-09-06,180.56,65.16,107.9,131.63,82.01,101.21,31.93,43.74,94.53,87.84,31.31,168.72,134.96,159.88,36.38,119.78,67.5,117.09,62.99,57.78,58.25,34.88,88.25,118.52,107,136.62,53.09,72.76,798.39,774.04,43.5
2016-09-07,180.04,65.49,107.83,132.48,82.5,102.75,31.79,43.72,93.98,88.65,30.99,168.7,133.3,160.19,36.65,119.84,67.16,117.27,63.31,57.47,57.48,34.72,88.31,118.49,105.72,135,53.5,73,807.93,789.53,44.55
2016-09-08,179.19,66.15,107.25,132.32,83.5,103.34,31.72,43.67,93.49,88.55,31,169.35,131.55,160.55,36.35,119.37,67.22,116.82,62.45,57.63,56.88,34.71,87.95,118.04,105.61,134.47,53.6,71.89,805.22,783.89,44.07
2016-09-09,178.89,65.74,104.64,131.94,82.89,103.35,31.14,43.43,93.51,88.66,30.82,170.83,130.64,158.03,36.1,119.03,67.03,115.6,62.69,56.79,55.88,34.55,87.1,116.38,105,134.71,53.13,71.32,798.77,779.36,43.92
2016-09-12,175,64.72,102.65,126.88,80.27,101.2,30.61,42.36,91.96,86.78,30,167.01,126.5,155.26,35.19,117.76,66.14,114.47,62,56,55,34,86.04,114.13,102.2,132.71,51.75,70.79,784.52,757.35,42.28
2016-09-13,176.83,65.22,107.51,129.22,81.1,101.65,31.26,42.77,93.04,86.46,30.22,168.54,127.74,157.63,35.75,118.42,66.11,115.61,62.37,56.5,55.86,34.44,87.55,114.36,103.07,134.24,52.05,71.84,794.01,768.77,43.19
2016-09-14,175.96,64.36,108.73,128.91,80.38,99.12,31.01,42.27,92.59,85.04,29.81,167,125.61,155.7,35.51,117.85,66.27,115,61.92,56.39,55.16,34.12,87.12,114.39,102.19,133.87,51.59,71.62,787.53,762.2,42.91
2016-09-15,175.53,63.4,113.86,127.57,80.83,98.5,30.63,42.01,92.12,84.67,29.55,165.78,125.97,154.3,35.74,117.81,66.29,114.88,61.24,56.15,55,33.89,86.75,113.47,101.44,133.03,51.49,71.48,790.01,762,43.41
2016-09-16,175.88,63.37,115.12,127.71,81.62,98.33,31.12,42.17,92.27,84.51,29.63,167.85,127.02,155.04,37.72,118.51,66.09,115.68,62.45,57.63,55.24,34.19,87.62,114.51,102.57,135.61,51.89,72.32,799.02,773.28,43.94
2016-09-19,176.05,63.96,115.19,127.5,82.18,98.33,30.85,42.16,92.8,84.58,29.78,167.34,126.68,154.87,37.69,118.36,66.15,115.83,62.54,57.27,55.38,33.99,87.92,115.13,100.5,138.68,51.89,72.64,801.11,779.97,43.92
2016-09-20,177.71,64.52,113.05,127.95,82.46,98.17,31.08,42.31,92.7,83.73,29.67,167.68,126.86,155.87,37.42,118.17,66.75,115.72,61.9,57.35,55.26,33.84,88.5,115.87,100.77,138.13,51.6,72.15,800,776,43.24
2016-09-21,177.88,63.99,113.85,128.18,82.3,98.35,31.11,42.28,93,82.82,29.75,167.42,127.52,154.91,37.21,117.95,66.84,116.49,62.26,57.51,55.02,33.9,88.54,114.89,100.65,138.2,51.37,72.18,801.26,783.25,42.89
2016-09-22,179.83,64.35,114.35,131.45,83.97,100.52,31.5,42.71,92.73,84.28,29.96,168.45,128.82,156.15,37.6,119.25,66.99,117.46,62.92,57.92,55.47,34.33,87.77,116.42,102.73,140.49,52.15,72.43,810,794.27,43.94
2016-09-23,179.4,64.51,114.42,131.25,83.51,99.34,31.71,42.81,93.07,82.68,30.02,167.75,128.63,155.62,37.45,119.41,67.39,116.49,62.87,57.87,55.02,34.16,88.63,116.63,102.1,141.02,52.3,72.6,815.14,803.13,43.5
2016-09-26,176.85,63.44,111.64,131.07,82.2,99.49,31.1,42.71,92.47,83.52,29.8,163.83,127.1,154.46,36.92,118.63,66.6,116.8,62.53,57.08,54.8,33.92,87.42,115.07,102.16,139.95,52.45,72.31,809.82,801.8,42.38
2016-09-27,175.61,63.93,113,130.29,82.19,98.24,31.09,42.19,91.93,82.59,29.6,160.72,125.8,154.32,36.9,118.39,65.41,116.95,62.31,56.93,54.25,33.78,88.06,113.89,102.08,139.99,52.31,71.93,801.83,801.85,42.43
2016-09-28,176.78,64.27,113.69,131.59,83.25,99.52,31.44,42.63,91.75,83.46,29.92,163.34,127.21,156.99,37.31,119.05,66.58,116.38,63,57.88,54.6,33.85,88.98,114.7,102.68,141.13,52.31,72.22,804.08,818,43.4
2016-09-29,177.48,64.21,113.16,131.8,86.28,102,31.51,42.02,92.14,86.97,29.81,163.38,128.5,158.63,37.49,118.88,66.7,115.2,63.02,57.81,52.92,33.94,89.16,114.81,102.78,140.18,51.84,71.57,807.23,828.26,43.17
2016-09-30,176.58,63.78,112.46,132.09,87.99,101.83,31.61,42.21,92.28,86.84,29.6,159.95,127.87,158.9,37.47,117.78,66.08,114.69,61.89,57.57,52.57,33.44,88.3,114.18,101.42,139.18,52.43,71.5,803.6,832.61,42.74
2016-10-03,175.33,63.83,112.71,131.28,88.23,102.55,31.31,42.31,92.47,86.94,29.46,160.5,128.2,158.06,37.69,118,66.35,115.01,62.22,57.4,52.54,33.73,89.35,114.27,101.6,139.35,51.84,71.83,802.55,836,42.95
2016-10-04,174.59,63.84,113.06,132.77,88.5,102.71,31.46,42.34,92.45,87.38,29.71,161.24,128.53,157.67,37.77,118.84,66.21,114.99,62.48,57.27,52.9,33.61,88.29,113.31,102.57,138.69,51.77,72,805,840.91,43.2
2016-10-05,171.66,63.77,113.4,132.93,88.12,101.99,31.41,41.93,92.94,86.83,29.52,163.32,128.32,157.07,37.75,119.22,66.89,113.91,62.7,57.29,52.15,33.73,88.48,112.94,101.7,138.21,50.69,71.87,806,838,43.23
2016-10-06,171.93,63.56,113.7,134.83,88.96,102.32,31.57,41.68,92.75,87.25,29.4,167.18,126.87,156.84,37.84,118.5,67.73,113.25,62.49,57.74,52.2,33.78,88.61,113.19,102.11,137.31,50.32,70.2,804.08,843.7,43.64
2016-10-07,171.9,62.11,114.31,133.93,89.52,102.5,31.48,41.83,93.06,86.95,29.06,167.5,129.83,157.14,38.08,119.17,67.79,113.97,62.77,57.85,52.42,33.7,89.01,113.77,100.96,137.21,50.46,69.26,805.93,845.79,43.26
2016-10-10,171.84,62.15,115.02,134.59,89.1,103.21,31.54,41.92,92.7,87.54,29,170.52,128.45,156.71,38.25,119.51,68.34,114.21,64.21,57.91,52.13,33.65,90.19,114.94,100.16,136.97,50.23,68.75,803.93,843.25,43.36
2016-10-11,170.24,61.53,117.7,134.94,89.1,103.78,31.52,41.66,92.33,88.08,28.75,169.84,126.85,156.73,37.91,119.41,68.5,114.65,63.53,57.89,51.95,33.56,88.83,114.48,99.55,137.32,50.1,67.95,814.17,841.02,43.87
2016-10-12,169.6,60.82,117.35,133.76,87.5,102.74,30.53,41.63,91.88,87.22,28.92,169.04,125.85,154.97,37.2,117.96,68.26,113.6,62.4,57.11,52.01,33.14,88.74,113.92,98.81,134.98,49.96,67.74,811.96,834,42.6
2016-10-13,168.87,60.23,116.79,132.42,86.9,101.49,30.09,41.65,90.95,86.35,28.78,167.6,126.25,153.7,36.85,117.54,67.46,114.14,62.25,56.7,52.12,32.57,88.05,114.99,98.4,134.65,50.23,67.19,806.07,829,42
2016-10-14,170.99,61.01,117.88,134.56,87.83,101.48,30.35,41.85,91.77,87.19,28.96,171.6,126.9,154.47,37.19,118.5,68.8,114.9,62.72,57.12,52.38,32.73,88.5,115.84,100.42,134.78,50.34,68.42,807.45,835.08,42.04
2016-10-17,170.54,60.27,117.33,133.5,87.38,100.94,30.13,41.73,91.35,86.48,28.9,170.5,126.18,154.45,37.55,117.5,67.42,113.91,62.05,57.36,51.65,32.58,88.43,115,100.13,134.06,50.21,68.65,805.99,821.5,41.35
2016-10-18,171.68,60.52,118.18,135.03,88.11,101.99,30.69,41.81,91.4,87.17,29.03,172.01,126.15,150.02,37.97,117.38,67.85,112.89,61.9,57.53,51.3,32.74,88.21,116.14,100.49,139.2,50.61,68.57,814.21,822.11,42.04
2016-10-19,170.8,60.42,117.25,135.42,87.31,102.47,30.44,41.93,91.27,87.19,29.06,173.37,125.76,151.27,36.07,115.57,67.81,111.71,62.13,57.47,51.34,32.75,86.65,115.66,100.26,143.82,50.45,69.22,824.52,820.4,42.3
2016-10-20,169.57,65.34,116.86,135.92,87.06,101.64,30.28,41.97,91.66,86.79,29.1,174,125.95,151.28,35.41,114.83,68.08,111.3,61.95,57.5,51.77,32.49,85.38,112.83,99.75,144.49,49.54,68.98,827.56,813.99,42.69
2016-10-21,168.11,66.45,116.81,134.72,85.73,101.06,30.01,41.85,91.33,86.42,28.44,172.84,125.31,150.58,35.21,114.11,67.81,113.27,61.55,60.28,51.74,32.42,84.41,108.53,98.38,144.26,48.79,68.34,820,809.36,42.1
2016-10-24,172.65,67.69,117.1,136.41,86.12,101.56,30.34,42.32,93.49,86.74,29,175.5,127.23,150.4,35.43,113.93,68.97,114.25,61.4,59.94,52.16,32.3,84.39,109.1,99.34,146,48.71,68.62,830.09,824.95,42.5
2016-10-25,169.47,66.93,117.95,137.53,85.86,100.75,30.5,42.64,93.14,86.67,28.94,175.04,126.27,150.69,35.14,113.64,68.88,113.5,60.27,60.85,50.97,32.02,87.49,109.36,101.11,144.88,48.2,69.01,838.5,839.3,42.72
2016-10-26,165.69,66.5,114.31,138.43,83.81,100.32,30.59,43,92.39,86.25,28.59,174.79,122.83,150.71,35.04,113.64,68.37,112.27,61.74,60.81,50.95,32.28,86.91,108.73,101,143.75,47.74,69.3,827.12,832.76,42.26
2016-10-27,166.87,67,115.39,145.83,84.28,101.51,30.6,42.63,93.8,87.28,28.89,178.19,122.71,152.82,35.1,114.98,69.49,112.17,61.15,60.61,52.34,32.58,87.51,109.32,101.48,142.72,47.74,69.6,823.01,831.24,42.31
2016-10-28,166.55,67.15,113.87,143.72,83.32,101.12,30.36,42.26,93.89,85.28,28.88,178.51,122.7,154.05,34.87,115.82,69.53,112.26,61.02,60.01,52.12,32.52,86.87,108.6,100.52,141.66,48.56,69.8,829.94,782,42.03
2016-10-31,166.46,66.81,113.65,143.05,84.19,103.82,30.34,42.12,93.72,83.88,29.48,177.68,123.35,152.76,34.92,115.28,69.43,112.46,59.09,60.16,50.88,32.04,87.01,108.93,102.01,140.8,48.24,70.06,822.43,781.03,42.03
2016-11-01,165.4,66.77,113.46,142.95,83.47,105.51,30.85,42.4,92.78,83.5,29,179,121.69,153.5,34.9,114.76,69.48,112.65,59,59.97,50.5,30.94,86.58,108.6,102.41,141.51,48.32,69.98,810.87,799,41.13
2016-11-02,164.7,65.76,111.4,142,82.15,105.65,30.43,42.1,91.91,83.3,28.86,177.07,119.93,152.48,34.6,115.52,68.65,112.1,59.06,59.82,49.24,30.99,86.77,106.28,101.85,139.02,47.75,69.2,806.76,783.93,41.8
2016-11-03,166.14,65.53,110.98,140.76,81.64,105.53,30.5,42.22,92.26,83.68,28.6,176.77,120.34,152.51,34.45,114.88,68.86,112.74,59.18,59.53,49.98,30.7,86.8,106.02,101.8,139.18,46.98,69.63,784.5,765.05,40.62
2016-11-04,167.21,65.5,108.53,139.11,81.34,105.25,29.98,41.85,93.5,83.63,28.22,176.33,120.54,152.4,33.53,115.04,68.49,111.99,58.69,58.65,49.8,29.91,86.69,106.07,101.24,138.45,46.97,69.71,771.3,762.79,39.96
2016-11-07,168.15,66.85,110.08,141.5,83.74,106,30.71,42.04,93.77,84.49,28.85,179,122.5,153.99,34.24,115.89,69.08,112,59.52,59.78,50.48,30.23,86.02,106.22,102.97,139.6,47.39,69.62,794.95,771.64,41.17
2016-11-08,169.9,66.79,110.31,141.92,83.77,106.57,30.94,42.37,94.53,84.73,29.37,180.11,123.95,154.56,34.6,116.48,69.7,113.01,59.82,60.55,51.1,30.13,86.77,105.43,103.23,141.35,47.56,69.71,802.03,784.97,40.97
2016-11-09,165.84,67.16,109.88,141.6,89.78,106.04,31.04,41.76,92.29,84.05,29.32,185,120.95,152.96,34.13,120,71.46,112.09,63.96,60,50.07,33.01,85.26,103.45,101.09,139.54,47.01,69.3,801.83,764,40.44
2016-11-10,170.16,69.24,111.09,146.51,92.04,107.54,31.41,41.86,94.89,85.91,29.85,194.53,126.72,157.66,34.95,120.77,74.22,115.03,64.54,60.48,51.29,33.32,85.51,107.3,105.38,142.34,47.86,71.25,810,778.81,41.55
2016-11-11,174.05,69.97,107.12,147.12,93.39,107.48,30.93,40.95,97.18,86.53,30.49,198.25,129.06,159.97,34.57,119.49,76.3,114.67,64.08,58.23,50.22,33.22,82.67,109.48,107.9,146.71,46.7,71.11,776.81,735.73,39.84
2016-11-14,175.23,70.8,107.71,148.21,93.25,106.15,31.43,41.13,97.56,85.3,30.74,204.15,130.5,161.25,34.56,118.58,77.25,114.99,64,59.02,51.18,32.85,83.56,110.77,109.42,147.32,46.71,71.16,771.76,745.51,40.36
2016-11-15,173.16,72.13,106.57,148.44,93.46,107.49,31.27,41.18,97.9,85.77,30.48,206.56,127.07,158.42,34.64,116.4,78.37,117.58,63.68,58.33,50.46,32.76,84.58,111.98,107.85,153.51,46.51,70.79,765.47,730,39.61
2016-11-16,173.13,71.95,106.7,147.3,93.77,108.2,31.62,41.4,98.33,86.74,30.65,207.35,123.6,158.46,34.9,116.65,78.22,118.86,63.7,58.94,50,32.2,83.98,111.45,106.62,151.99,47.49,71.75,770.42,739.88,40.1
2016-11-17,172.01,71.36,109.81,146.83,93.5,109,29.91,41.28,99.05,86.44,30.7,206.26,125.87,159.22,34.81,116.68,77.93,118.89,62.51,60.41,50.94,32.01,83.27,110.97,107.03,151.82,47.95,69.08,782.5,749.32,41.34
2016-11-18,172.51,71.53,109.72,145.18,93.01,108.57,30.11,41.03,99.05,85.21,30.75,209.87,128.93,159.8,34.9,115.79,77.96,119.26,62.57,60.78,51.39,31.95,82.92,111.25,106.66,151.05,47.85,68.93,787.17,761,41.48
2016-11-21,171.42,71.31,110.12,147.21,93.13,110.36,30.3,40.74,98.11,86.44,30.69,211.46,128.28,160.69,35.1,115.44,78,119.8,61.94,60.5,51,31.51,82.1,112.01,106.85,149.72,48.06,68.61,778.1,766,41.44
2016-11-22,171.67,71.82,111.95,147.9,93.4,110.79,30.08,41.45,97.5,86.69,30.93,211.36,128.38,163,35.18,114.59,78.34,119.5,62.5,60.98,51.47,31.93,83.01,111.94,107.21,151.08,48.56,69.73,788.99,788.17,41.2
2016-11-23,172.08,71.94,111.36,149.61,94.81,110.4,29.83,41.22,97.67,86.54,31.24,211.5,131.36,161.94,35.48,112.25,78.87,119.73,60.33,61.01,51.71,31.18,82.59,112.67,107.37,152.01,49.3,70.22,789.52,781.73,40.91
2016-11-25,172.21,72.97,111.47,150,95.96,110.54,29.6,41.39,98.71,86.71,31.45,211.36,131.86,161.83,35.11,113.6,79.1,120.08,61.82,60.3,51.68,31.6,82.99,113.47,108.63,153.93,50.22,71.11,782.61,786.5,41.08
2016-11-28,173.56,72.53,111.43,149,95.51,110.95,30.08,41.51,98.52,86.95,31.33,210,131.25,163.2,35.43,113.79,78.18,120.38,61.78,60.34,51.44,31.69,83.13,113.35,108.5,152.74,50.47,70.93,778.35,776.99,40.85
2016-11-29,172.54,72.2,110.78,149.83,94,109.1,29.94,41.52,99.23,85.42,31.28,209.99,130.35,164,35.64,112.95,78.39,120.38,61.95,60.65,51.2,31.85,83.42,113.9,108.67,156.94,51.03,71.38,788.38,768,41.43
2016-11-30,172.2,72,111.6,151.59,95.75,112.05,29.76,41,99.4,87.6,31.18,215.2,129.34,163.35,35.2,112.19,79.92,120.22,62.31,60.86,50.52,31.98,82.52,113.61,109.03,157.47,50.55,70.92,789.1,762,41.62
2016-12-01,171.64,72.45,110.36,150.74,96,112.79,29.84,40.31,99.13,87.98,30.64,220.93,129.34,161.95,34.86,111.36,80.65,118.96,61.3,60.11,50.11,32.25,82.21,114.22,108,159.12,49.8,70.25,778.55,752.41,41
2016-12-02,172.53,72.52,109.17,152.45,95.36,113.2,29.31,40.3,98.79,87.19,31.36,226,129.04,159,33.72,111.72,81.8,118,61.05,59.08,50.26,31.54,82.35,114.95,108.04,161,50,70.58,761.9,743.4,39.77
2016-12-05,172.63,72.33,110,153.24,95.87,113.39,29.33,40.34,98.98,87.39,31.43,225.52,130.32,160.85,34.31,112.4,82.3,119.45,61.52,59.7,50.8,31.74,82.56,116.05,108.72,160.19,49.74,70.9,770,745,40.02
2016-12-06,171.82,72.47,109.5,150.84,94.1,112.39,29.42,40.75,99.95,87.27,31.19,230.18,130.13,160.13,34.39,112.24,83.6,119.29,60.18,60.43,50.83,31.65,83.24,116.39,107.3,158.17,50.15,70.01,780.19,763.99,40.31
2016-12-07,172.38,72.47,109.26,151.67,95.25,113.04,29.48,40.54,100.51,87.63,31.01,230.4,128.75,160.6,34.67,111.89,83.55,119.41,59.7,60.01,50.79,31.33,82.74,116.48,107.5,157.89,50.72,69.93,779.95,764.55,39.98
2016-12-08,176.08,74.8,110.86,154.6,97.26,114.73,30.11,41.07,101.47,88.05,31.6,236.88,132.21,164.87,35.48,110.54,84.23,120.05,59.73,61.3,52.15,30.84,83.79,118.38,109.67,159.41,51.23,70.48,792.95,771.87,40.66
2016-12-09,175.36,74.84,112.31,155.65,96.23,114.99,29.98,41.5,103.49,88.64,31.45,240.61,132.51,165.18,35.75,111.41,85.02,120.57,60.49,61.18,51.76,31.11,83.52,118.7,108.54,159.52,51.09,70.27,799.3,770,41.52
2016-12-12,178.25,74.7,113.29,156,96.01,117.77,30.08,42,104.61,90.14,31.67,240.5,133.13,166.72,35.78,112.69,85.36,121.57,61.44,61.82,51.5,31.7,84.21,119.87,109.42,158.83,51.54,70.07,804.82,766.4,41.45
2016-12-13,179.57,73.67,113.84,159.1,95.74,117.9,30.3,41.72,104.2,91.89,31.9,239,134.55,165.68,36.01,115.53,84.98,121.78,61.8,62.5,51.83,32.81,84.67,121.08,110.88,160.4,52.08,71.67,812.39,764.96,41.35
2016-12-14,179.16,73.53,115.04,156.23,95.77,116.71,30.6,41.89,103.62,92.26,31.61,235.67,136.05,168.37,36.7,116.12,83.88,122.87,61.85,63,52.24,32.92,85.29,121.34,110.35,161.14,52.46,71.9,815.92,778.25,41.44
2016-12-15,177.26,74.54,115.38,153.93,93.8,115.63,30.59,41.1,103.85,90.1,31.49,242.49,136.51,168.01,36.74,115.33,85.4,122.97,62,62.7,52,32.63,84.15,120.93,109.04,159.87,51.37,71.22,817.36,766.28,40
2016-12-16,176.56,75.29,116.47,153.88,94.35,117.84,30.7,41.61,104.71,91.52,31.52,242.8,136.11,168.97,36.72,116.41,86.29,122.89,62.66,62.95,51.6,32.88,84.9,121.04,108.41,161.38,52.06,71.07,818.31,765,38.62
2016-12-19,177.61,74.68,115.8,155.16,91.93,118.37,30.65,41.69,105.7,91.38,31.76,238.34,135.06,166.83,36.34,116.07,84.8,123.23,61.8,62.56,50.91,32.76,84.75,121.61,109.57,163.09,52.48,70.84,809.28,758.89,38.66
2016-12-20,178.34,75,116.74,156.96,93.64,117.85,30.83,41.7,105.64,90.51,31.92,240.52,135.65,167.49,36.95,115.98,85.79,123.18,61.19,63.69,51.06,32.78,84.57,122.15,110.93,161.71,52.93,71.73,813.37,768.65,38.4
2016-12-21,178.6,75.11,116.8,156.69,94.26,118.34,30.69,41.6,104.61,90.68,32.2,242.24,136.93,166.25,37.25,116.2,86.43,123.15,60.59,63.43,52.9,32.73,84.19,121.94,110.94,161.42,53.09,71.66,815.72,770,39.08
2016-12-22,178.89,75,116.35,158.5,93.78,117.94,30.4,41.57,104.96,90.02,31.91,241.23,136.25,167.36,37.23,115,86.44,123.12,59.62,63.84,52.8,32.29,84,122.25,110.58,161.39,52.85,71.24,809.1,768.12,38.69
2016-12-23,179.09,74.74,115.59,158.27,93.79,118.41,30.54,41.62,105.24,90.89,31.87,239.54,135.65,167,36.93,115.4,87,123.37,59.77,63.45,51.99,32.41,84.68,122.13,110.35,161.56,53.65,69.43,808.01,764.55,38.46
2016-12-27,178.66,75.1,116.52,158.41,94.34,118.5,30.64,41.56,104.85,90.83,31.89,241.95,134.76,166.98,36.91,115.89,87.05,123.3,59.87,63.21,51.8,32.57,84.9,122.27,111.04,163.26,53.69,69.3,808.68,763.4,38.59
2016-12-28,178.88,75.03,117.52,157.12,94.6,118.31,30.7,41.49,104.99,90.68,31.84,243.69,135.57,167.29,37.1,115.88,87.16,122.93,59.72,63.4,51.31,32.5,84.4,122.4,111,162.16,53.63,69.94,813.33,776.25,39.12
2016-12-29,178.29,74.27,116.45,156,93.28,118.01,30.37,41.38,104.23,90.1,31.74,240.75,135.02,166.02,36.51,115.23,86.58,122.76,59.29,62.86,51,32.39,84.24,122.07,110.28,161.92,53.59,69.21,802.33,772.4,38.76
2016-12-30,179,73.96,116.65,156.49,93.04,117.44,30.56,41.69,104.57,90.03,31.63,238.51,135.64,166.44,36.79,115.8,86.1,122.79,58.78,62.96,51.1,32.34,84.17,122.79,110.59,161.37,53.55,69.12,803.21,766.47,38.72
2017-01-03,178.83,74.89,115.8,156.3,94,118.38,30.37,41.5,105.3,90.94,31.67,242.7,135.1,167,36.61,115.78,87.34,121.86,59.15,62.79,51.99,32.7,83.88,123.07,110.39,161.13,53.96,69.24,800.62,757.92,39.11
2017-01-04,178.03,75.26,115.85,157.81,94.46,118.41,30.24,41.88,106.64,91.12,31.75,241.44,134.34,167.77,36.71,115.5,86.96,119,60.5,62.48,52.23,33.13,84.45,120.87,111.46,162.35,54.55,68.66,809.89,758.39,39
2017-01-05,178.26,76,115.92,158.41,93.18,118,30.1,41.66,107.17,90.19,31.57,242.72,134.98,169.25,36.45,116,86.81,119.34,60.22,62.19,52.92,33.37,84.41,119.29,111.17,161.75,54.78,68.43,807.5,761.55,40.31
2017-01-06,177.29,75.4,116.78,158.98,93.45,117.45,30.17,41.7,108.02,88.79,31.58,242.29,133.97,168.69,36.59,116.67,86.39,118.93,60.09,62.3,53.09,33.66,84.94,117.83,111.42,161.75,53.67,68.41,814.99,782.36,41.25
2017-01-09,178.37,76.14,117.95,159,92.93,116.29,30.22,41.23,108.58,88.22,31.64,243.25,133.22,169.47,36.48,116.35,85.73,120.76,60.3,62.76,53.96,33.43,84.06,118.15,112.7,162,53.22,68.33,826.37,798,41.17
2017-01-10,177.36,76.52,118.77,158.96,92.98,115.56,30.19,41.44,107.9,87.17,31.46,240.87,134,167.98,36.55,116.03,86.07,120.46,61.2,62.73,53.55,33.59,84.34,116.69,111.75,161.27,52.69,68.64,827.07,796.6,41.89
2017-01-11,176.63,76.67,118.74,159.54,94.47,115.15,30.33,40.85,108.54,85.9,31.24,242.77,136.1,166.05,36.51,116.08,86.43,120.93,62.34,62.61,53.12,33.37,83.39,117.22,111.62,161.3,52.62,68.2,826.62,793.66,42.27
2017-01-12,176.97,76.83,118.9,159.15,94.37,116.5,30.15,41.01,108.12,87.27,31.45,245.06,135.51,167.77,36.83,114.27,86.76,120.3,62.53,63.06,52.51,32.53,83.71,117.25,111.14,161.69,52.43,68.36,828.38,800.31,42.34
2017-01-13,177.58,76.93,119.11,158.74,94.07,115.86,30.1,41,107.16,86.27,31.36,245.43,134.92,167.97,36.71,114.94,87.11,122.24,62.33,62.62,52.59,32.67,83.85,117.27,110.93,162.16,52.72,67.98,831,814.32,42.11
2017-01-17,177,77.4,118.34,158.2,94.24,116.4,30,40.84,107.91,86.58,31.17,242.94,135.09,166.69,36.67,113.94,84.93,120.75,61.92,62.68,53.4,32.35,83.9,117.01,109.78,162.61,52.55,68.09,830,815.7,42.06
2017-01-18,177.9,77.11,120,157.55,92.79,115.68,30.12,41.25,106.93,87.06,31.21,236,135.9,167.45,36.89,114.94,83.63,122.81,61.38,62.67,53.86,32.09,84.8,118.08,110.2,161.06,52.52,67.88,829.8,809.5,42.15
2017-01-19,179.25,77.61,119.4,158.87,93.58,115.89,30.01,41.14,107.92,85.97,31.25,234.07,136,166.96,36.51,114.68,84.06,122.24,61.05,62.24,53.84,32.06,84.63,118.91,111.03,157.74,52.55,68.13,829,810,42.05
2017-01-20,179.2,75.99,120.45,159.81,94.01,116.32,30.12,41.27,107.35,85.44,30.76,231.62,135.26,167.81,36.76,114.49,83.43,122.26,62.4,62.67,53.22,31.72,86.89,118.57,110.95,159.02,52.6,67.74,829.09,815.28,42.33
2017-01-23,177.91,75.92,120,158.94,94.6,115.12,30.14,41.31,107.34,85.68,30.5,231.86,135.31,170.08,37.07,114.51,83.3,121.69,61.81,62.7,53.02,31.68,87.09,118.16,110.84,158.62,52.46,67.01,831.61,806.8,41.95
2017-01-24,177.5,76.33,119.55,158.58,95.02,115.85,30.34,41.47,107.2,84.98,29.86,231.86,137.88,171.36,36.84,112.91,83.92,121.97,61.59,63.2,53.02,31.4,87.22,118.55,110.68,159.36,50.26,66.89,846.98,822,43.65
